http://conference#Conference	http://cmt#Conference	0.7
http://conference#Person	http://cmt#Person	0.9
http://conference#Paper	http://cmt#Paper	0.86
http://conference#Chair	http://cmt#AssociatedChair	0.54
http://conference#Reviewer	http://cmt#Reviewer	0.82
http://conference#Contribution_co-author	http://cmt#Co-author	0.7
http://conference#Program_committee	http://cmt#ProgramCommittee	0.7
http://conference#Review_preference	http://cmt#Preference	0.49
http://conference#Conference_document	http://cmt#Document	0.54
http://conference#Review	http://cmt#Review	0.82
http://conference#Committee_member	http://cmt#ProgramCommitteeMember	0.67
http://conference#has_an_email	http://cmt#email	0.83
