cqa,best_q_prec,best_q_fmeasure,best_q_rec
pc_chair,1.0,1.0,1.0
assigned_reviewer,1.0,1.0,1.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,0.0,0.0,0.0
topic,1.0,1.0,1.0
person,1.0,1.0,1.0
paper,1.0,0.7565146579804561,0.6083824492468893
paper_title,1.0,0.7565146579804561,0.6083824492468893
conference_start_date,0.0,0.0,0.0
author,1.0,1.0,1.0
topic_of_paper,1.0,0.758953722334004,0.6115434500648509
administrator,1.0,1.0,1.0
is_author_of_paper,1.0,0.7596761952947128,0.6124821537833979
conference_name,0.0,0.0,0.0
pc_member,1.0,1.0,1.0
conference,1.0,1.0,1.0
global mean,0.75,0.6894787020993518,0.6525494063963767

