cqa,best_q_prec,best_q_fmeasure,best_q_rec
conference_end_date,0.020242914979757085,0.03968253968253968,1.0
trip_location,0.0,0.0,0.0
workshop_start_date,1.0,1.0,1.0
person_name,0.0,0.0,0.0
gala_dinner_start_date,0.0,0.0,0.0
trip_end_date,0.0,0.0,0.0
workshop,1.0,1.0,1.0
person_last_name,0.0,0.0,0.0
reception_location,0.0,0.0,0.0
conference_paper_date,0.03225806451612903,0.0625,1.0
workshop_submission_date,0.0,0.0,0.0
topic,1.0,1.0,1.0
conference_regis_date,1.0,1.0,1.0
conference_topic,0.0,0.0,0.0
workshop_end_date,1.0,1.0,1.0
gala_dinner_location,0.0,0.0,0.0
person,1.0,1.0,1.0
gala_dinner,0.3333333333333333,0.5,1.0
trip,0.0,0.0,0.0
paper,1.0,0.7536231884057971,0.6046511627906976
gala_dinner_end_date,0.0,0.0,0.0
paper_title,0.0,0.0,0.0
workshop_camera_date,0.0,0.0,0.0
conference_start_date,1.0,1.0,1.0
conference_camera_date,0.03225806451612903,0.0625,1.0
workshop_notif_date,0.0,0.0,0.0
reception_end_date,1.0,1.0,1.0
author,1.0,1.0,1.0
topic_of_paper,1.0,0.7546691261240488,0.6059988890946121
university,0.0,0.0,0.0
is_author_of_paper,1.0,1.0,1.0
conference_name,0.05434782608695652,0.10309278350515463,1.0
trip_start_date,0.0,0.0,0.0
reception,1.0,1.0,1.0
conference,1.0,1.0,1.0
participant,0.0,0.0,0.0
company,0.0,0.0,0.0
reception_start_date,1.0,1.0,1.0
person_first_name,0.0,0.0,0.0
global mean,0.39672923598544374,0.3916940419927574,0.4925807705611618

