cqa,best_q_prec,best_q_fmeasure,best_q_rec
pc_chair,1.0,1.0,1.0
assigned_reviewer,0.0,0.0,0.0
reviewers_all,1.0,1.0,1.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,0.0,0.0,0.0
topic,1.0,1.0,1.0
conference_site_url,0.0,0.0,0.0
external_reviewer,0.0,0.0,0.0
person,1.0,1.0,1.0
program_committee,1.0,1.0,1.0
paper_co_author,1.0,1.0,1.0
paper,1.0,1.0,1.0
abstract_of_paper,0.0,0.0,0.0
paper_abstract_title,0.0,0.0,0.0
paper_title,0.0,0.0,0.0
conference_start_date,0.0,0.0,0.0
accepted_paper,1.0,1.0,1.0
rejected_paper,1.0,1.0,1.0
author,1.0,1.0,1.0
assigned_reviewer_author_of_review,0.3856591326511488,0.5566435836399048,1.0
review,1.0,1.0,1.0
member_of_pc,0.6849489795918368,0.8130204390613172,1.0
paper_abstract,0.9903270382312298,0.9951400138856745,1.0
is_author_of_paper,1.0,0.7520244736368543,0.6025955299206921
conference_name,0.0,0.0,0.0
pc_member,1.0,1.0,1.0
paper_1st_author,0.379796397807361,0.5505107832009081,1.0
conference,1.0,1.0,1.0
invite_reviewer,1.0,1.0,1.0
global mean,0.6014045361476406,0.6092185963249883,0.6414688113765755

