cqa,best_q_prec,best_q_fmeasure,best_q_rec
pc_chair,0.0,0.0,0.0
assigned_reviewer,0.0,0.0,0.0
reviewers_all,0.0,0.0,0.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,0.0,0.0,0.0
topic,0.0,0.0,0.0
conference_site_url,0.0,0.0,0.0
external_reviewer,0.0,0.0,0.0
person,1.0,1.0,1.0
paper,0.5,0.6666666666666666,1.0
paper_title,0.0,0.0,0.0
accepted_paper,0.20255813953488372,0.3368787468574744,1.0
rejected_paper,0.2974418604651163,0.4585051084423732,1.0
author,0.75476901861641,0.860248853962017,1.0
topic_of_paper,0.0,0.0,0.0
assigned_reviewer_author_of_review,0.0,0.0,0.0
review,0.0,0.0,0.0
is_author_of_paper,0.0,0.0,0.0
conference_name,0.0,0.0,0.0
pc_member,1.0,0.9990680335507922,0.9981378026070763
site_url_of_conference,0.0,0.0,0.0
conference,1.0,1.0,1.0
invite_reviewer,0.0,0.0,0.0
global mean,0.20672908776593088,0.23136380041214452,0.3042668609829164

